2,	5,	2,	1,	0,	1.4,	1.4,	1.15,	0.91,	1.05,	1.1,	1.176261,	1.474785,	1.874486,	265.3,	280,	298.1,	1.3,	-17.92,	2.19,	9.87,	0.0496,	0.12,	0.05,	0, 0.17,	0.2,	3192,	0.003604,	-0.02,	5,	11.2,	-27.2,	2.1279,	0.049,	0.13,	-0.99,	-0.17,	-0.46,	0.48,	0.86
2,	5,	2,	1,	0,	1318.48628,	2.73,	1.4,	0.99,	1.39,	1.4,	1.461332,	1.461332,	1.461333,	280.1,	280.1,	280.1,	2.7,	-18.32,	2.66,	24.17,	0.1212,	0,	0.12,	0,	0.41,	0.4,	3497,	0.021468,	-0.060713949,	4.20654287,	15.3,	-27.1,	1.7588,	0.12,	0.311,	-0.99,	-0.16,	-0.12,	0.5,	0.82

